doc_number;rating;text;summary_raw;review_raw;summary_tokens_length;rating_0
5468798;2;not, fit, difficult, fit, ears, not, comfortable, previous_generation, fit, fine, ears, maybe, quite, right, match;Not a fit for me;Very difficult to fit to my ears. Not comfortable. Previous generation fit fine. My ears maybe aren't quite the right match.;2;1
2006780;5;perfect, cover, adds, little, weight, bulk, ipad, still, allows, name, engraved, back, security, show, not, happier;Perfect!;This cover adds very little weight and bulk to my ipad and still allows my name which is engraved on the back for security to show through. I couldn't be happier!;1;4
4295406;2;okayish, tablet, bargain, avoid, okayish, quality, tablet, bought, asus, tablet, since, happy, nexus, edition, thought, asus, produces, quality, well, not, quite, entirely, true, tablet, not, close, not, really, low, quality, product, good, things, decent, audio, runs, reasonably, okay, good, reading, bad, things, gb_ram, sucks, bad, watching_videos, see, pixels, cross, lines, corrupted, good, gb_micro, sd_card;Okayish tablet for bargain - avoid if you can.;"This is an okayish quality tablet. I bought an ASUS tablet since I was very happy with my Nexus 7 (2013 Edition) and thought ASUS produces quality. Well, not quite entirely true. This tablet is not even close, even if this is not really a low quality product.
Good things: Decent audio, runs reasonably okay, is good for reading etc.
Bad things: Just 1GB RAM sucks, Bad for watching videos (you can see pixels and cross lines), Has corrupted a good 64GB micro-sd card.";4;1
4667149;5;five_stars, works_great, sony;Five Stars;It works great on my Sony A6000.;1;4
3265095;1;keyboard, failed, worked, great, months, worked, fabric, cover, hard, keep, clean, random, black_marks, taking, out, laptop, bag, overall, impossible, keep, clean, porous, sucked, stains, ambient, environment, not, buy, present, neat, person, case, betray, hit, month_mark, keyboard, failed;Keyboard FAILED.;"It worked great for the 2 months it worked!

The fabric cover is hard to keep clean. I had a few random black marks on it from taking it in and out of my laptop bag. Overall, it was impossible to keep clean, as it was porous and sucked in stains from the ambient environment. Don't buy if you like to present yourself as a neat person, because this case will betray you.

Once it hit the 2 month mark, the keyboard failed.";2;0
1376916;4;great, needs, honestly, problems, wd, hard_drives, hope, typing, not, jinx, anything, sturdy, little, work_horses, not, use, constant_basis, use, swappables, storing, photo, archives, arrive_doa, nor, kicked, bucket, keep;They've been great for my needs.;Honestly I haven't had any problems with WD hard drives and I hope me typing that doesn't jinx anything! They've been sturdy little work horses but I also don't use them on a constant basis - I use them as swappables for storing photo archives on. I haven't had any arrive DOA nor have they kicked the bucket on me so I'll keep with them!;2;3
4536647;3;looks, real, enough, blinking_red, light, middle, night, draws, far, too_much, attention, happy, pay, little, fake, camera, motion_detector, turns, red_light, motion, much, realistic;Looks real enough.;The blinking red light in the middle of the night draws far too much attention. I would be happy to pay a little more and get a fake camera with a motion detector that turns the red light on when there is motion. This would be much more realistic.;3;2
373613;5;five_stars, flawless, record, ability, far;Five Stars;flawless record ability so far;1;4
3974011;5;five_stars, great, gift;Five Stars;great gift;1;4
2863018;4;good, replacement, nd_gen, no, problem, transferring, nd_gen, programs, data, upgrade, amused, camera, movie, making, feature, nice, candids, motor, drive, unbelievable, laugh, every_time, wallpaper, cat, several, features, never, use, everything_else;Good replacement for 2nd gen.;"No problem transferring my 2nd gen programs and data to this upgrade. Very amused with the camera and movie-making feature. Nice for candids, and the ""motor drive"" is unbelievable. Laugh every time at the wallpaper of my cat. It has several features I'll never use, but so does everything else.";3;3
4574148;2;not, worth, money, excellent, wireless, card, plug, play, windows, laptop, far, ghz, speed, anywhere, mbps, given, time, edit, edit, review, consistent, connections, dropped, dual_band, router, archer, card, connect, fine, achieve_optimal, speeds, not, maintain_connection, drops_connection, frequently, every, hour, updated, not, updated_drivers;Not worth the money.;"Excellent wireless card. Plug and play into my Windows 8.1 laptop. So far the 5GHz speed is anywhere between 650-780 Mbps at any given time.

EDIT: I had to edit this review because of the consistent connections that are dropped by it. I have a dual-band router (Archer C7 v2), and this card will connect just fine and achieve optimal speeds, but will not maintain that connection. It drops the connection very frequently (every hour or so), and that's with updated (and not updated) drivers.";3;1
1139929;5;best, best, cheapes, product, out, go, walmart, best_buy, theyll, charge, dollers;best;this is the best and the cheapes product out there go to a walmart or best buy theyll charge you 13-15 dollers;1;4
3382943;1;not, posted, returned, speakers, not, shown, ones, volume_control, cord, instead, speakers;Not as posted;Returned because the speakers I got was not as shown. The ones I got had volume control on the cord instead of on the speakers.;2;0
198453;2;stars, far, far, too, expensive;Two Stars;Far, far too expensive!;1;1
6468872;3;good, not, apply_without, dust_bubbles, ended, removing, first, film, managed, find, every, dust_speck, applied, yes, cleaned, screen, best, speck, dust, gets, films, honestly, issue, every, brand, take, several_attempts, square, ipad, additional, attempt, added, dust;Would be good but could not apply without dust bubbles;"Ended up removing first film because it managed to find every dust speck as I applied it. Yes I cleaned the screen and did my best. But once a speck of dust gets on films it's over. But honestly I have same issue with every brand.

You can take several attempts at getting it square to iPad but each additional attempt added dust.";4;2
585827;3;made, china, sony, sony, sends, out, cheap, models, manufactured, china, not, feel, quality, products, made, elsewhere, malaysia, japan, usual, crooked, buttons, present, general, cheap, feel, nonetheless, everything, works, far;Made In China by SONY;"SONY sends out all it's cheap models to be manufactured in China.  They do not have the feel and quality of products made elsewhere like in Malaysia or Japan.

The usual crooked buttons are present and the general cheap feel, but nonetheless everything works..... so far.";3;2
